course_id,title,description,category,difficulty,rating,num_ratings,source,url
drug-development,Drug Development,It's amazing experience.  I had the opportunity to get access to new knowledge Brilliant framework and well designed structure Great Class.  We need more of these courses,Computer Science,Intermediate,4.8,5,Coursera,https://www.coursera.org/learn/drug-development
drug-discovery,Drug Discovery,Learned the trend of latest Pharma industry and review the basic concepts in drug discovery The course presents the basic concepts of DD and allows familiarization with the technical terms of the fiel...,Arts & Design,Beginner,4.63,19,Coursera,https://www.coursera.org/learn/drug-discovery
dsp,The,"too brief to learn Excellent teaching of digital signal processing theory and techniques.  Even form an engineering student who already has most on the material, is a very good review source.  Good on...",Computer Science,Advanced,4.74,19,Coursera,https://www.coursera.org/learn/dsp
duke-behavioral-finance,Duke Behavioral Finance,"While the topic is interesting, the materials are poor and the lectures are not particularly insightful.  The slides have several mistakes and typos, which makes you doubt the whole course.  The speak...",Business,Beginner,4.0,66,Coursera,https://www.coursera.org/learn/duke-behavioral-finance
duke-programming-web,Duke Programming Web,It's good for learning the basics.  I'm a true beginner so it's perfect for me.  Exceptionally awesome course which teaches the basics of front end development Concentrated on image manipulation which...,Computer Science,Beginner,4.24,511,Coursera,https://www.coursera.org/learn/duke-programming-web
dwdesign,The,A lot of content. .,Computer Science,Beginner,4.27,81,Coursera,https://www.coursera.org/learn/dwdesign
dwrelational,It,I loved the SQL lessons in this course.  There were lots of examples to practice.  Awesome! Good Very useful The course was very helpful excellent course content and structure Great Good course Well d...,Computer Science,Advanced,4.45,33,Coursera,https://www.coursera.org/learn/dwrelational
dynamical-modeling,Dynamical Modeling,Very interesting course: I'm a Computer Engineer and I found very interesting the lessons about bistability and about stochastic modelling.  This is a amazing course.  I've learned a lot and all the k...,Data Science,Beginner,4.61,18,Coursera,https://www.coursera.org/learn/dynamical-modeling
dynamics,Excellent,"very good, I like this course, It teach me many knowledge about dynamics.  The best course I have taken.  Totally recommended for those who want to improve their knowledge in dynamics",Engineering,Beginner,4.94,18,Coursera,https://www.coursera.org/learn/dynamics
dyslexia-difficulties,Dyslexia Difficulties,Its really helpful to learn such course from coursers.  Amazing experience :) I have learned so much.  I hope I can help some kids around here,Computer Science,Advanced,4.79,76,Coursera,https://www.coursera.org/learn/dyslexia-difficulties
e-learning,E Learning,This course is excellent for any student who dreams of e-Learning in America!,Education,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/e-learning
early-vertebrate-evolution,Early Vertebrate Evolution,"Excelent Very in-depth, an excellent starting course for paleontology and prehistory education.  excelente! creo que nunca había comprendido realmente la evolución, fue una experiencia maravillosa, in...",Education,Beginner,4.79,58,Coursera,https://www.coursera.org/learn/early-vertebrate-evolution
earth-amnh,Earth Amnh,"Great course on geology I enjoyed taking this course, very simple and clear information.  Videos are very well-designed and informative very useful course.  great course The lessons were pretty good a...",Arts & Design,Beginner,4.3,23,Coursera,https://www.coursera.org/learn/earth-amnh
earth-climate-change,Earth Climate Change,I have learned the basics of climate science and gained a deeper understanding of climate change.  I feel better prepared to have conversations about the state of our planet and to attempt to enact po...,Education,Beginner,4.59,44,Coursera,https://www.coursera.org/learn/earth-climate-change
ebola-essentials-for-health-professionals,Ebola Essentials For Health Professionals,exciting course with skilled design Es una gran oportunidad para descubrir y aprender todo lo relativo a una enfermedad altamento compleja y que podria poner en juego la salud del mundo.  Me ha gustad...,Computer Science,Beginner,4.9,31,Coursera,https://www.coursera.org/learn/ebola-essentials-for-health-professionals
ebola-vaincre-ensemble,Ebola Vaincre Ensemble,EXCELLENT COURS The obstacle of not knowing French is quite detrimental T Très bon MOOC qui comprend une grande diversité de sujets.  A broad collection of different subjects.  But only a part of it m...,Computer Science,Intermediate,3.78,9,Coursera,https://www.coursera.org/learn/ebola-vaincre-ensemble
ebola-virus,Ebola Virus,Excelente curso.  This make you and Ebola Expert in just one month Very good material.,Computer Science,Beginner,4.59,22,Coursera,https://www.coursera.org/learn/ebola-virus
eclipse,Weeks,"The Course was great, except for two things.  one it was too short :-), and two, the peer graded projects were confusing.  If you are interested in viewing the eclipse you need this class",Computer Science,Intermediate,4.5,2,Coursera,https://www.coursera.org/learn/eclipse
ecologie,Je,"Cours très bien fait, très clair.  Idéal pour une première sensibilisation aux enjeux écologiques.  Very interesting course! Un cours excellent, très bien expliqué avec un très bon contenu",Computer Science,Intermediate,4.85,20,Coursera,https://www.coursera.org/learn/ecologie
ecologie-politique,Ecologie Politique,This course gave me a great understanding of the history of political ecology ; it's also a clear introduction to the current total depletion of resources and to the transformation the earth system is...,Computer Science,Beginner,5.0,3,Coursera,https://www.coursera.org/learn/ecologie-politique
economic-growth-part-1,Economic Growth Part 1,"This course opened my eyes to many issues.  It's really my first course in what I'd call, economics.  Great subject, (more than) perfect teacher ! I very much enjoyed this course",Data Science,Beginner,4.77,13,Coursera,https://www.coursera.org/learn/economic-growth-part-1
economic-growth-part-2,Economic Growth Part 2,"Great course! This course is great.  It's obviously tougher than the Part 1, though not exactly a follow up on the first part, as it covers different areas.  The course content is such that it did not...",Arts & Design,Beginner,3.67,3,Coursera,https://www.coursera.org/learn/economic-growth-part-2
economic-policy,Economic Policy,"Thank youhopefully.  it gives more pop up quiz.  So, it can reduce boring good course with great stuff Well explained course that makes economics intuitive! One of the few courses I REALLY liked",Computer Science,Beginner,4.84,116,Coursera,https://www.coursera.org/learn/economic-policy
economics-transition-emerging-markets,Economics Transition Emerging Markets,"Excellent explanation and transition overview of how economics are growing.  However, I was not from proper economic background and so Faced some difficulties in understanding special terms used such ...",Computer Science,Advanced,3.33,3,Coursera,https://www.coursera.org/learn/economics-transition-emerging-markets
economie-sol-immobilier-1,Economie Sol Immobilier 1,"Cours assez dur mais très intéressant.  Largement théorique mais proposant des applications pratiques, notamment dans les exercices.  Très intéressant ! j'ai hate de suivre la 2° partie Cours de très ...",Computer Science,Beginner,4.73,15,Coursera,https://www.coursera.org/learn/economie-sol-immobilier-1
economy-russia-transition,Economy Russia Transition,"This is one of the best courses which you can approach to understanding Russian economics, particularly its contemporary challenges and also a bridge to know the transition era! A very well structured...",Computer Science,Beginner,4.38,8,Coursera,https://www.coursera.org/learn/economy-russia-transition
